33.221632,-96.630061
33.046926,-97.014358
32.527771,-97.337821
32.341197,-97.415121
33.235117,-95.914805
32.90211,-96.461722
32.416704,-96.837827
32.739792,-96.306143
32.930861,-97.101725
32.576112,-97.130004
32.333521,-96.620795
32.432088,-97.780249
33.228474,-97.597216
33.067119,-96.892062
33.093639,-96.106315
33.191248,-97.093592
32.592134,-96.819226
32.664578,-97.405724
32.788942,-96.599302
32.842647,-97.246564
32.834822,-97.006312
32.673474,-97.036333
32.754838,-97.433842
32.649084,-96.872588
32.731493,-97.794862
32.812352,-97.426069
32.962386,-96.642563
33.056052,-96.697875
32.731823,-96.615395
32.864295,-97.106098
32.985867,-96.905961
32.764633,-97.169316
32.8628,-96.6519
32.66859,-97.131841
33.232926,-97.17021
33.218654,-96.629866
32.594179,-97.148573
32.833854,-96.672429
32.847235,-97.18381
33.002734,-96.99181
32.762475,-96.897224
32.745301,-96.445661
33.024912,-96.511379
33.156226,-96.682516
33.015087,-97.219307
32.649918,-96.534025
33.2168,-96.7355
32.77498,-97.287457
32.882579,-97.387021
32.904357,-97.546272
32.750943,-97.095548
32.767894,-97.09553
32.878003,-97.157034
32.923595,-96.880803
33.039497,-96.731398
33.088503,-96.618667
32.992105,-96.572816
33.2278,-96.9817
32.9672,-97.4069
32.64829,-96.943811
32.861244,-96.755672
33.1471,-96.8061
32.862246,-96.856905
32.936876,-96.752718
33.015891,-97.071914
33.034034,-96.593897
32.764272,-97.171601
33.095291,-96.799966
32.920037,-96.962298
32.862858,-96.754465
33.048125,-97.012517
32.793767,-96.687119
32.814301,-97.23926
32.983036,-96.61231
32.59266,-96.789426
32.573758,-96.859588
32.916772,-96.518208
32.554757,-97.316081
32.8609,-96.6712
32.862494,-96.860858
32.842698,-97.248371
32.673294,-97.040109
32.75504,-97.431358
32.645654,-96.866666
33.00171,-96.770484
33.0244,-96.8277
32.607186,-97.118211
32.9104,-96.7378
32.931743,-96.631516
32.920622,-96.967748
32.7933,-96.6886
33.097222,-96.799636
33.1202,-96.672
33.055358,-96.767635
33.011887,-96.614283
32.932522,-96.697286
32.864756,-96.606902
32.813157,-96.609851
32.645769,-97.11759
32.634855,-97.369307
32.875125,-97.270624
32.894187,-97.289241
32.89335,-97.240005
33.086991,-96.748103
32.997044,-96.85568
32.684121,-96.825686
32.760043,-96.684523
32.913731,-97.287856
32.711413,-97.284046
32.705095,-97.332296
33.018167,-96.916058
33.032425,-96.666416
32.840945,-96.597702
32.908606,-96.577983
32.909375,-97.187911
32.6666,-97.2086
32.597523,-96.947173
33.129277,-97.043393
33.072873,-97.038143
32.80065,-96.794144
32.843467,-97.132157
32.96124,-96.81512
32.703356,-97.428102
32.755573,-97.708992
32.592863,-96.879914
32.5343,-96.8158
33.004364,-96.771589
32.931353,-96.46795
33.113919,-96.629805
32.708556,-97.150701
32.576314,-97.339075
32.538447,-97.361631
32.7655,-97.4838
33.179918,-96.883686
32.659404,-97.16528
32.89553,-96.649561
32.570431,-96.30916
32.782344,-97.381151
33.043606,-96.792336
32.9089,-96.125
33.0757,-97.0782
32.4854,-97.0054
32.678625,-97.467657
33.233115,-97.168075
32.687911,-97.414238
33.055579,-96.691858
32.961072,-96.644237
32.932599,-97.098184
